Feature ID	W	Signif	Taxon	Consensus
9fb8b7aa1ae8f4170f765260f13a77e9	2	False	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__[Eubacterium]_coprostanoligenes_group; g__[Eubacterium]_coprostanoligenes_group; s__uncultured_bacterium	0.8
ef289d460d88b8bf99288c9ccafa3de4	2	False	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Rhodococcus	1.0
d03661f41645259cad277efe4b5f5355	2	False	Unassigned	1.0
699493c196879f2db25b7fed9febb09e	2	False	d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_bacterium	0.7
e60715705a5e95b1952895958ab3bf18	2	False	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Oscillibacter	1.0
9a0fbb9dd87367f0821463657dae1305	2	False	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__DTU089	1.0
f5286cfdb2b23e6cd3fed4e200f12e12	2	False	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter; s__uncultured_bacterium	0.8
6a19966c44f56563f3b6ebbc17e0a19a	2	False	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__[Eubacterium]_coprostanoligenes_group; g__[Eubacterium]_coprostanoligenes_group; s__uncultured_bacterium	0.9
03cb880960e0eac9bded28ca03add761	2	False	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__uncultured_bacterium	0.7
36861ec7ec29bcbfc8c45a2e62b82b9e	2	False	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__uncultured; s__uncultured_bacterium	0.7
59dfabe350e121d71eca0fb0bd5b54f8	2	False	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium_bifidum	1.0
c937fd736d7e6210f52b259f4833aacb	2	False	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Negativibacillus; s__uncultured_bacterium	0.8
abb54d9820936f9078d3bf793d50e4a5	2	False	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__Methylobacter	0.9
32904d96e4509338ae1c9edf673f4b18	2	False	Unassigned	1.0
19c8c6a63bad2462c5bfd9b61bde7263	2	False	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Family_XIII_UCG-001; s__uncultured_bacterium	0.8
b9041de8c16669315c3df3b6f511317d	2	False	Unassigned	1.0
ac83dab5952fac38c0bfd79de9069063	2	False	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelotrichaceae_UCG-003	1.0
477dea72b3b572e927ae4eae0ac61ae5	2	False	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Ruminococcus]_torques_group	0.8
686c4f8f0868958cc88ef9c3673ac0bd	2	False	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Clostridium]_innocuum_group	1.0
ea6703ba5c06953b13ac24767a00fe9b	2	False	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Butyricicoccaceae; g__Butyricicoccus; s__uncultured_bacterium	1.0
a5d29f17bd1a64838e0d611fbcdd1ff6	2	False	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Abiotrophia; s__uncultured_bacterium	1.0
4b4b0548f7b63ba1351b5093033896ba	2	False	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	1.0
e685d70824ff9e47074bf6a05f513730	2	False	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Allisonella; s__uncultured_bacterium	0.6
43fc85902de107c41972d39fe4d9854f	2	False	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Phascolarctobacterium; s__uncultured_bacterium	0.8
dd3c2e69caca46935375f787892e63b3	2	False	Unassigned	1.0
11f1392946dad924cee7723ec5b348e0	2	False	Unassigned	1.0
274fac043d167d375ebfbaf1aeb1fc3e	2	False	Unassigned	1.0
83f85b5f79df698c67926c9cb4163ae2	2	False	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium	0.6
8bf131b39c7e80475ede9b463a4f9a5d	2	False	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__uncultured_bacterium	1.0
